name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions
Essex,https://www.opentable.com/r/essex-new-york,1,FALSE,2,2790,4.3,4.1,4.3,4.3,4.1,Moderate,79,Lower East Side,"Fusion / Eclectic, Latin American, Contemporary American",Casual Dining,Casual Dress,John Lewis,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Fusion / Eclectic,1,1,1,1,FALSE,4
Bobby Van's Steakhouse - 54th Street,https://www.opentable.com/r/bobby-vans-steakhouse-54th-street-new-york,1,TRUE,2,1082,4.7,4.7,4.7,4.5,4.3,Moderate,93,Midtown East,"Steakhouse, American, Seafood",Casual Elegant,Business Casual,Noe Garcia,"Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Steakhouse,1,1,1,1,FALSE,4
Ben and Jack's Steakhouse 44th Street,https://www.opentable.com/ben-and-jacks-steakhouse-44th-street,1,FALSE,3,1100,4.6,4.7,4.7,4.4,4.4,Moderate,100,Midtown East,"Steakhouse, Seafood, American",Fine Dining,Business Casual,,"Banquet, Bar Dining, Beer, Cocktails, Corkage Fee, Full Bar, Kosher, Non-Smoking, Outdoor dining, Private Room, Wheelchair Access, Wine",Steakhouse,0,0,0,0,FALSE,0
Papatzul,https://www.opentable.com/papatzul,1,FALSE,2,295,4.3,4.5,3.7,4.1,4.2,Moderate,100,SoHo,"Mexican / Southwestern, Traditional Mexican, Regional Mexican",Casual Elegant,Smart Casual,Thierry Amezcua,"Bar Dining, Bar/Lounge, Delivery, Full Bar, Happy Hour, Late Night, Takeout, Weekend Brunch",Mexican / Southwestern,0,0,0,0,FALSE,0
Osteria Laguna,https://www.opentable.com/osteria-laguna,1,FALSE,2,1545,4.7,4.6,4.7,4.5,4.3,Moderate,95,Midtown East,Italian,Fine Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Non-Smoking, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Giorgio's of Gramercy,https://www.opentable.com/giorgios-of-gramercy,1,FALSE,2,2521,4.7,4.7,4.6,4.5,4.4,Moderate,97,Gramercy / Flatiron,Contemporary American,Casual Elegant,Business Casual,Sam Abdel,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Wine",Contemporary American,0,0,0,0,FALSE,0
Benjamin Steakhouse,https://www.opentable.com/benjamin-steakhouse,1,FALSE,3,3619,4.8,4.8,4.8,4.6,4.3,Moderate,100,Midtown East,"Steakhouse, American, Seafood",Fine Dining,Smart Casual,Arturo McLeod,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Fireplace, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,FALSE,4
Bobby Van's Steakhouse - Broad Street,https://www.opentable.com/r/bobby-vans-steakhouse-broad-street-new-york,1,TRUE,2,1096,4.6,4.5,4.6,4.4,4.1,Moderate,91,Financial District,"Steakhouse, American, Seafood",Casual Elegant,Business Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Steakhouse,1,1,1,1,FALSE,4
Russian Tea Room - NYC,https://www.opentable.com/r/russian-tea-room-nyc-new-york,1,FALSE,3,3430,4.5,4.4,4.5,4.7,4.1,Quiet,85,Midtown West,"Continental, Russian, Contemporary American",Fine Dining,Business Casual,Marc Taxiera,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, High Tea, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",Continental,1,1,1,1,FALSE,4
Pera Mediterranean Brasserie,https://www.opentable.com/r/pera-mediterranean-brasserie-new-york,1,FALSE,2,1971,4.6,4.7,4.5,4.6,4.3,Moderate,94,Midtown East,"Mediterranean, Turkish, Greek",Casual Elegant,Smart Casual,Sezai Celikbas,"Banquet, Bar/Lounge, Beer, BYO Wine, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Happy Hour, High Tea, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,1,1,1,1,FALSE,4
B. Cafe,https://www.opentable.com/b-cafe,1,FALSE,1,1151,4.1,4.2,3.8,4,3.9,Moderate,87,Upper East Side,"Belgian, European",Casual Dining,Smart Casual,John Rees/chef co owner,"Bar Dining, Beer, Cafe, Full Bar, Weekend Brunch",Belgian,0,0,0,0,FALSE,0
"Gyu-Kaku - New York, NY | Midtown",https://www.opentable.com/r/gyu-kaku-midtown-new-york,1,FALSE,1,2417,4.6,4.6,4.4,4.3,4.4,Moderate,95,Midtown East,"Japanese, Barbecue, Tapas / Small Plates",Casual Elegant,Business Casual,You are the chef!!!,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Private Room, Takeout, View, Wheelchair Access, Wine",Japanese,1,1,1,1,FALSE,4
Porter House Bar and Grill,https://www.opentable.com/r/porter-house-bar-and-grill-new-york,1,FALSE,3,4930,4.8,4.8,4.8,4.8,4.3,Moderate,94,Midtown West,"American, Steakhouse, Seafood",Casual Elegant,Smart Casual,Michael Lomonaco,"Banquet, Bar Dining, Bar/Lounge, Beer, BYO Wine, Corkage Fee, Full Bar, Late Night, Non-Smoking, Private Room, View, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,FALSE,0
Bocca Di Bacco (Theatre District - 45th St.),https://www.opentable.com/r/bocca-di-bacco-theatre-district-45th-st-new-york,1,FALSE,1,2719,4.2,4.3,4.4,4.3,4.1,Moderate,100,Theater District / Times Square,"Italian, Sicilian, Bar / Lounge / Bottle Service",Casual Dining,Casual Dress,Kristin Sollenne,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Takeout, Weekend Brunch, Wine",Italian,1,0,1,1,FALSE,3
Bobby Van's Park Avenue - 'The Original',https://www.opentable.com/r/bobby-vans-park-avenue-the-original-new-york,1,FALSE,2,1396,4.8,4.7,4.7,4.5,4.2,Moderate,100,Midtown East,"Steakhouse, American",Casual Elegant,Business Casual,Nile Medford,"Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Private Room, Takeout, View, Wheelchair Access, Wine",Steakhouse,1,1,1,1,FALSE,4
Bobby Van's Grill - 50th Street,https://www.opentable.com/r/bobby-vans-grill-50th-street-new-york,1,FALSE,2,2210,4.2,4.2,4.2,4,4,Moderate,88,Theater District / Times Square,"Steakhouse, American, Seafood",Casual Dining,Business Casual,Eddie,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Happy Hour, Non-Smoking, Private Room, Wheelchair Access, Wine",Steakhouse,1,1,1,1,FALSE,4
Papillon Bistro and Bar,https://www.opentable.com/papillon-bistro-and-bar,1,FALSE,2,463,4.1,4.2,3.9,4,3.9,Moderate,,Midtown East,"Bistro, French",Casual Dining,Smart Casual,Rogelio Martinez,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Entertainment, Full Bar, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Bistro,1,1,1,1,FALSE,4
Scalini Fedeli,https://www.opentable.com/scalini-fedeli-new-york,1,FALSE,3,2648,4.9,4.9,4.8,4.8,4.6,Moderate,100,TriBeCa - Downtown,Italian,Fine Dining,Smart Casual,Michael Cetrulo,"Corkage Fee, Full Bar, Private Room, Wine",Italian,0,0,0,0,FALSE,0
Smith & Wollensky - New York,https://www.opentable.com/r/smith-and-wollensky-new-york,1,FALSE,2,8165,4.6,4.6,4.7,4.6,4.3,Moderate,88,Midtown East,"Steakhouse, Steak, American",Casual Elegant,Business Casual,Elman Gallardo,"Banquet, Bar/Lounge, Beer, Beer Garden, Cafe, Chef's Table, Cigar Room, Cocktails, Corkage Fee, Counter Seating, Delivery, Fireplace, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Wheelchair Access, Wine",Steakhouse,0,0,0,0,FALSE,0
Quality Meats,https://www.opentable.com/r/quality-meats-new-york,1,FALSE,2,8375,4.7,4.7,4.7,4.7,4.3,Moderate,95,Midtown West,"Steakhouse, American, Steak",Casual Elegant,Business Casual,Craig Koketsu,"Banquet, Bar/Lounge, Beer, Beer Garden, Cafe, Chef's Table, Cigar Room, Cocktails, Corkage Fee, Counter Seating, Fireplace, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, View, Wine",Steakhouse,0,0,0,0,FALSE,0
Cafe d'Alsace,https://www.opentable.com/r/cafe-dalsace-new-york,1,FALSE,2,2328,4.6,4.6,4.5,4.5,4.2,Moderate,96,Upper East Side,"French, German, Bistro",Casual Dining,Casual Dress,Chef Philippe Roussel ,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,FALSE,4
Kellari Taverna,https://www.opentable.com/r/kellari-taverna-new-york,1,FALSE,2,6132,4.6,4.5,4.5,4.6,4.3,Moderate,92,Theater District / Times Square,"Greek, Mediterranean, Seafood",Casual Elegant,Smart Casual,,"Banquet, Bar/Lounge, Beer, BYO Wine, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Greek,1,1,1,1,FALSE,4
Barbounia,https://www.opentable.com/barbounia,1,FALSE,2,3120,4.6,4.7,4.4,4.6,4.2,Moderate,91,Gramercy / Flatiron,"Mediterranean, Israeli, Greek",Casual Dining,Business Casual,Amitzur Mor,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,0,0,0,0,FALSE,0
Frankie & Johnnie's Steakhouse - Manhattan,https://www.opentable.com/frankie-and-johnnies-steakhouse-manhattan,1,FALSE,2,1712,4.7,4.7,4.8,4.6,4.4,Moderate,100,Midtown West,"Steak, Steakhouse, American",Casual Dining,Business Casual,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Fireplace, Full Bar, Non-Smoking, Private Room, Takeout, Wine",Steak,0,0,0,0,FALSE,0
Ammos Estiatorio,https://www.opentable.com/r/ammos-estiatorio-new-york,1,FALSE,2,0,,,,,,,,Midtown East,"Seafood, Greek, Mediterranean",Casual Elegant,Smart Casual,Bruno Marino,"Banquet, Bar Dining, Bar/Lounge, Beer, BYO Wine, Cafe, Chef's Table, Corkage Fee, Dancing, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, View, Weekend Brunch, Wheelchair Access, Wine",Seafood,0,0,0,0,FALSE,0
BG - Bergdorf Goodman,https://www.opentable.com/bg-bergdorf-goodman,1,FALSE,2,3086,4.8,4.6,4.8,4.8,4.3,Moderate,95,Midtown West,"Contemporary American, American",Casual Elegant,Smart Casual,James Henderson,"Bar Dining, Bar/Lounge, Counter Seating, Full Bar, High Tea, Non-Smoking, Private Room, View, Wine",Contemporary American,1,1,1,1,FALSE,4
Tribeca Grill,https://www.opentable.com/tribeca-grill,1,FALSE,2,5017,4.5,4.4,4.4,4.4,4.1,Moderate,90,TriBeCa - Downtown,American,Casual Elegant,Casual Dress,Brenton Lee,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
Philippe Chow - Uptown,https://www.opentable.com/r/philippe-new-york,1,FALSE,2,3178,4.7,4.7,4.6,4.5,4.4,Moderate,90,Upper East Side,"Chinese, Asian",Casual Elegant,Business Casual,Philippe Chow,"Banquet, Bar/Lounge, Beer, BYO Wine, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Chinese,1,1,1,1,FALSE,4
Altesi Downtown,https://www.opentable.com/r/altesi-downtown-new-york,1,FALSE,2,677,4.3,4.2,4.2,4.2,4,Moderate,50,SoHo,Italian,Casual Elegant,Casual Dress,Paolo Nozzole,"Banquet, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Private Room, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Rosa Mexicano - Union Square,https://www.opentable.com/r/rosa-mexicano-union-square-new-york,1,FALSE,2,4674,4.5,4.5,4.4,4.4,4.3,Moderate,94,Union Square,"Mexican, Contemporary Mexican",Casual Elegant,Smart Casual,Raul Celiz,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",Mexican,0,0,0,0,FALSE,0
T-BAR Steak & Lounge (Upper East Side),https://www.opentable.com/t-bar-steak-and-lounge-upper-east-side,1,FALSE,2,1555,4.8,4.7,4.6,4.5,4.1,Moderate,87,Upper East Side,"Steakhouse, Contemporary American",Casual Elegant,Casual Dress,Ben Zwicker,"Bar Dining, Bar/Lounge, Beer, Full Bar, Late Night, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Steakhouse,0,0,0,0,FALSE,0
Guantanamera,https://www.opentable.com/guantanamera,1,FALSE,1,1682,4.5,4.5,4.4,4.4,4.3,Moderate,92,Midtown West,"Cuban, Latin American",Casual Elegant,Casual Dress,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Cuban,1,1,1,1,FALSE,4
Periyali,https://www.opentable.com/periyali,1,FALSE,2,2233,4.7,4.6,4.5,4.6,4.3,Moderate,97,Gramercy / Flatiron,Greek,Casual Dining,Casual Dress,,"Bar Dining, Beer, Corkage Fee, Full Bar, Non-Smoking, Private Room, Takeout, Wine",Greek,0,0,0,0,FALSE,0
Koi - New York,https://www.opentable.com/r/koi-new-york,1,FALSE,2,3705,4.6,4.6,4.6,4.5,4.1,Moderate,88,Midtown West,"Japanese, Fusion / Eclectic, Sushi",Casual Elegant,Business Casual,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Takeout, Wheelchair Access, Wine",Japanese,0,0,0,0,FALSE,0
Sushi of Gari - Columbus Avenue,https://www.opentable.com/sushi-of-gari-columbus-avenue,1,FALSE,3,970,5,5,5,4.6,4.3,Moderate,100,Upper West Side,"Sushi, Japanese, Creative Japanese",Fine Dining,Business Casual,Ishiyama Katsuhiro,"Beer, Counter Seating, Delivery, Non-Smoking, Takeout, Wheelchair Access, Wine",Sushi,1,1,1,1,FALSE,4
Cafe Luxembourg,https://www.opentable.com/cafe-luxembourg,1,FALSE,2,6339,4.7,4.6,4.7,4.6,4.2,Moderate,95,Upper West Side,"French American, American",Casual Elegant,Casual Dress,,"Delivery, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access",French American,1,1,1,1,FALSE,4
French Roast Uptown,https://www.opentable.com/r/french-roast-uptown-new-york,1,FALSE,2,343,4.5,4.4,4.4,4.3,4.3,Moderate,97,Upper West Side,"French American, French, Bistro",Casual Dining,Casual Dress,Loi Benitez ,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French American,1,1,1,1,FALSE,4
Jacques Brasserie,https://www.opentable.com/jacques-brasserie,1,FALSE,2,1022,4.7,4.6,4.5,4.5,4.3,Moderate,94,Upper East Side,French,Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Entertainment, Full Bar, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,FALSE,4
Tony's Di Napoli - Midtown,https://www.opentable.com/r/tonys-di-napoli-midtown-new-york,1,FALSE,1,13115,4.7,4.7,4.7,4.6,4.6,Moderate,96,Theater District / Times Square,"Italian, Steak, Seafood",Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Arte Cafe - Upper West Side,https://www.opentable.com/r/arte-cafe-new-york,1,FALSE,2,3267,4.4,4.3,4,4.3,4.1,Moderate,89,Upper West Side,"Italian, Wine Bar, Comfort Food",Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Weekend Brunch, Wine",Italian,1,1,1,1,FALSE,4
The Capital Grille - NY – Chrysler Center,https://www.opentable.com/the-capital-grille-ny-chrysler-center,1,FALSE,3,4391,4.7,4.7,4.8,4.7,4.4,Moderate,92,Midtown East,"Steakhouse, Steak, Seafood",Fine Dining,Business Casual,Alex-Elin Garcia,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,FALSE,4
Cuba,https://www.opentable.com/r/cuba-new-york,1,FALSE,1,2339,4.7,4.7,4.7,4.6,4.6,Moderate,88,Greenwich Village,"Cuban, Latin American, Latin / Spanish",Casual Dining,Casual Dress,Mario Garcia ,"Banquet, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Cuban,1,1,1,1,FALSE,4
Morton's The Steakhouse - Midtown Manhattan,https://www.opentable.com/r/mortons-the-steakhouse-midtown-manhattan-new-york,1,FALSE,3,3738,4.7,4.6,4.7,4.6,4.5,Moderate,90,Midtown East,"Steakhouse, American, Seafood",Fine Dining,Business Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,FALSE,4
BLT Steak New York,https://www.opentable.com/r/blt-steak-new-york,1,FALSE,3,2864,4.7,4.7,4.7,4.5,4.2,Moderate,96,Midtown East,"American, Steak",Casual Dining,Business Casual,,"Banquet, Bar Dining, Bar/Lounge, Beer, Full Bar, Private Room, Wheelchair Access, Wine",American,0,0,0,0,FALSE,0
Uncle Jack's Steakhouse - Westside 9th Avenue,https://www.opentable.com/uncle-jacks-steakhouse-westside-9th-avenue,1,FALSE,2,2336,4.7,4.7,4.7,4.6,4.5,Moderate,83,Midtown West,"Steak, Seafood, American",Casual Elegant,Business Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steak,1,1,1,1,FALSE,4
Hearth,https://www.opentable.com/hearth,1,FALSE,3,2934,4.7,4.7,4.6,4.6,4.3,Moderate,95,East Village,"Italian, American, Farm-to-table",Casual Elegant,Casual Dress,Marco Canora,"Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Rosa Mexicano by Lincoln Center,https://www.opentable.com/r/rosa-mexicano-by-lincoln-center-new-york,1,FALSE,2,7855,4.3,4.2,4.1,4.2,4,Moderate,83,Lincoln Square,"Mexican, Traditional Mexican, Mexican / Southwestern",Casual Dining,Smart Casual,Ishmael Lozano,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,FALSE,4
Cellini,https://www.opentable.com/cellini,1,FALSE,2,1263,4.8,4.7,4.8,4.5,4.5,Moderate,100,Midtown East,Italian,Casual Elegant,Business Casual,Dino Arpaia,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Counter Seating, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Takeout, Wine",Italian,1,0,1,1,FALSE,3
Avra Estiatorio on 48th,https://www.opentable.com/r/avra-estiatorio-new-york,1,FALSE,3,4922,4.7,4.8,4.6,4.6,4.3,Moderate,97,Midtown East,"Seafood, Mediterranean, Greek",Casual Elegant,Business Casual,Fermin Chavez,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, View, Weekend Brunch, Wheelchair Access, Wine",Seafood,0,0,0,0,FALSE,0
Casa Lever,https://www.opentable.com/casa-lever,1,FALSE,3,1554,4.8,4.7,4.7,4.7,4.3,Moderate,100,Midtown East,Italian,Casual Elegant,Smart Casual,David De Lucia,"Banquet, Bar/Lounge, Beer, BYO Wine, Corkage Fee, Counter Seating, Delivery, Full Bar, Happy Hour, High Tea, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Nice Matin,https://www.opentable.com/r/nice-matin-new-york,1,FALSE,2,3104,4.5,4.4,4.4,4.4,4.1,Moderate,93,Upper West Side,"French, Mediterranean",Casual Elegant,Business Casual,Eric Starkman,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",French,1,1,1,0,FALSE,3
Maya - New York,https://www.opentable.com/r/maya-new-york,1,FALSE,1,2132,4.5,4.5,4.5,4.4,4.1,Moderate,84,Upper East Side,Mexican,Casual Elegant,Smart Casual,Richard Sandoval,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,FALSE,4
Thalassa,https://www.opentable.com/r/thalassa-new-york,1,FALSE,2,1377,5,4.9,5,5,4.5,Moderate,100,TriBeCa - Downtown,"Seafood, Greek, Mediterranean",Fine Dining,Business Casual,Ralphael Abrahante,"Banquet, Bar Dining, Bar/Lounge, Beer, BYO Wine, Chef's Table, Corkage Fee, Full Bar, Non-Smoking, Private Room, Wheelchair Access, Wine",Seafood,0,0,0,0,FALSE,0
Craft,https://www.opentable.com/craft-new-york,1,FALSE,3,6084,4.8,4.8,4.8,4.8,4.3,Moderate,97,Gramercy / Flatiron,"American, Farm-to-table, Dessert",Casual Elegant,Business Casual,"Andrew Whitcomb, Chef de cuisine","Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",American,0,0,0,0,FALSE,0
